grid, u, T, D, Y_C2H4, Y_H2, Y_H, Y_O2, Y_O, Y_H2O, Y_CO, Y_CO2, Y_OH, Y_HCO, Y_HO2, Y_H2O2, Y_C2H3, Y_C2H2, Y_CH4, Y_CH3, Y_CH2, Y_CH2O, Y_CH2CHO, Y_N2, Qdot
2.808691406250e-02, 2.860703124547e+00, 1.383050088775e+03, 2.434173038950e-01, 2.156543297184e-02, 6.808261525570e-04, 3.612898817999e-05, 1.217655720802e-01, 2.441862432895e-04, 5.063952080869e-02, 5.090167991960e-02, 2.758683320406e-02, 6.394228309825e-04, 1.100799716361e-04, 5.876271093402e-04, 5.512661716651e-05, 2.153414591422e-04, 3.329606837406e-03, 6.618517978095e-04, 5.624543520525e-04, 4.937798366463e-06, 1.744428627139e-03, 5.612959866892e-04, 7.181076462504e-01, 6.216162437165e+09
2.808740234375e-02, 2.867092035526e+00, 1.386015807244e+03, 2.428748827009e-01, 2.142155951723e-02, 6.815220063703e-04, 3.650228877842e-05, 1.214281159066e-01, 2.469158978802e-04, 5.077345009581e-02, 5.106100511570e-02, 2.773607524745e-02, 6.459355687455e-04, 1.107380517620e-04, 5.844840414866e-04, 5.447826847512e-05, 2.179065663322e-04, 3.343335170894e-03, 6.602125115900e-04, 5.637352329811e-04, 5.031489223944e-06, 1.741657992772e-03, 5.595112686159e-04, 7.181278277680e-01, 6.243031060648e+09
2.808789062500e-02, 2.873467457257e+00, 1.388974960973e+03, 2.423360111709e-01, 2.127799160985e-02, 6.822132442399e-04, 3.687767319837e-05, 1.210909533920e-01, 2.496645014866e-04, 5.090706949859e-02, 5.121980446117e-02, 2.788572688660e-02, 6.524928385648e-04, 1.113881416039e-04, 5.813195595246e-04, 5.383024261307e-05, 2.204770660778e-04, 3.357033284499e-03, 6.585465793579e-04, 5.649781092277e-04, 5.126571918587e-06, 1.738807140034e-03, 5.576953056831e-04, 7.181480039005e-01, 6.269627129286e+09
2.808837890625e-02, 2.879829264273e+00, 1.391927499062e+03, 2.418006686924e-01, 2.113473473622e-02, 6.828998253950e-04, 3.725513087682e-05, 1.207540920883e-01, 2.524320568384e-04, 5.104037570897e-02, 5.137807090371e-02, 2.803578670940e-02, 6.590947519911e-04, 1.120301301633e-04, 5.781343793602e-04, 5.318269492415e-05, 2.230524717551e-04, 3.370699906165e-03, 6.568542007732e-04, 5.661826928654e-04, 5.223057439537e-06, 1.735876419736e-03, 5.558487233384e-04, 7.181681734187e-01, 6.295948718891e+09
2.808886718750e-02, 2.886177332381e+00, 1.394873371229e+03, 2.412688347347e-01, 2.099179435436e-02, 6.835817092705e-04, 3.763465105960e-05, 1.204175395047e-01, 2.552185659659e-04, 5.117336543793e-02, 5.153579744389e-02, 2.818625328608e-02, 6.657414197710e-04, 1.126639095389e-04, 5.749292157052e-04, 5.253577999785e-05, 2.256322912589e-04, 3.384333754901e-03, 6.551355794866e-04, 5.673487061977e-04, 5.320956635477e-06, 1.732866196599e-03, 5.539721454349e-04, 7.181883350983e-01, 6.321993973459e+09
2.808935546875e-02, 2.892511538668e+00, 1.397812527816e+03, 2.407404888493e-01, 2.084917589295e-02, 6.842588555182e-04, 3.801622280510e-05, 1.200813031068e-01, 2.580240302168e-04, 5.130603541583e-02, 5.169297713630e-02, 2.833712516925e-02, 6.724329518138e-04, 1.132893749380e-04, 5.717047817661e-04, 5.188965157146e-05, 2.282160271803e-04, 3.397933540973e-03, 6.533909230924e-04, 5.684758818540e-04, 5.420280208636e-06, 1.729776849188e-03, 5.520661939327e-04, 7.182084877209e-01, 6.347761104344e+09
2.808984375000e-02, 2.898831761501e+00, 1.400744919784e+03, 2.402156106709e-01, 2.070688475049e-02, 6.849312240192e-04, 3.839983498813e-05, 1.197453903171e-01, 2.608484502734e-04, 5.143838239270e-02, 5.184960309066e-02, 2.848840089395e-02, 6.791694571579e-04, 1.139064246854e-04, 5.684617889374e-04, 5.124446243286e-05, 2.308031769896e-04, 3.411497966104e-03, 6.516204430796e-04, 5.695639628794e-04, 5.521038708751e-06, 1.726608769823e-03, 5.501314886115e-04, 7.182286300737e-01, 6.373248389404e+09
2.809033203125e-02, 2.905137880532e+00, 1.403670498713e+03, 2.396941799174e-01, 2.056492629448e-02, 6.855987748957e-04, 3.878547630367e-05, 1.194098085133e-01, 2.636918261701e-04, 5.157040313858e-02, 5.200566847287e-02, 2.864007897764e-02, 6.859510439353e-04, 1.145149602311e-04, 5.652009465039e-04, 5.060036432449e-05, 2.333932332220e-04, 3.425025723673e-03, 6.498243547822e-04, 5.706127028181e-04, 5.623242527002e-06, 1.723362364508e-03, 5.481686467947e-04, 7.182487609497e-01, 6.398454172126e+09
2.809082031250e-02, 2.911429776701e+00, 1.406589216805e+03, 2.391761763906e-01, 2.042330586062e-02, 6.862614685223e-04, 3.917313527068e-05, 1.190745650290e-01, 2.665541573097e-04, 5.170209444379e-02, 5.216116650612e-02, 2.879215792030e-02, 6.927778193346e-04, 1.151148861546e-04, 5.619229613476e-04, 4.995750784819e-05, 2.359856836668e-04, 3.438515498931e-03, 6.480028773283e-04, 5.716218657907e-04, 5.726901889897e-06, 1.720038052832e-03, 5.461782830847e-04, 7.182688791482e-01, 6.423376860721e+09
2.809130859375e-02, 2.917707332237e+00, 1.409501026876e+03, 2.386615799766e-01, 2.028202875199e-02, 6.869192655387e-04, 3.956280023593e-05, 1.187396671525e-01, 2.694354424811e-04, 5.183345311929e-02, 5.231609047188e-02, 2.894463620443e-02, 6.996498895635e-04, 1.157061101687e-04, 5.586285376627e-04, 4.931604237137e-05, 2.385800115605e-04, 3.451965969209e-03, 6.461562335876e-04, 5.725912265643e-04, 5.832026853145e-06, 1.716636267880e-03, 5.441610091094e-04, 7.182889834746e-01, 6.448014927204e+09
2.809179687500e-02, 2.923970430662e+00, 1.412405882365e+03, 2.381503706463e-01, 2.014110023824e-02, 6.875721268607e-04, 3.995445937780e-05, 1.184051221265e-01, 2.723356798756e-04, 5.196447599697e-02, 5.247043371096e-02, 2.909751229509e-02, 7.065673598086e-04, 1.162885431206e-04, 5.553183766767e-04, 4.867611593433e-05, 2.411756957826e-04, 3.465375804140e-03, 6.442846501181e-04, 5.735205706176e-04, 5.938627295478e-06, 1.713157456135e-03, 5.421174332807e-04, 7.183090727408e-01, 6.472366906449e+09
2.809228515625e-02, 2.930218956793e+00, 1.415303737323e+03, 2.376425284557e-01, 2.000052555482e-02, 6.882200136924e-04, 4.034810071010e-05, 1.180709371479e-01, 2.752548671042e-04, 5.209515992992e-02, 5.262418962448e-02, 2.925078463997e-02, 7.135303341950e-04, 1.168620989913e-04, 5.519931763792e-04, 4.803787515904e-05, 2.437722110547e-04, 3.478743665884e-03, 6.423883571113e-04, 5.744096941988e-04, 6.046712912461e-06, 1.709602077371e-03, 5.400481605631e-04, 7.183291457653e-01, 6.496431395224e+09
2.809277343750e-02, 2.936452796742e+00, 1.418194546419e+03, 2.371380335463e-01, 1.986030990216e-02, 6.888628875378e-04, 4.074371208585e-05, 1.177371193672e-01, 2.781930012136e-04, 5.222550179276e-02, 5.277735167488e-02, 2.940445166942e-02, 7.205389157442e-04, 1.174266948930e-04, 5.486536312568e-04, 4.740146515937e-05, 2.463690281430e-04, 3.492068209355e-03, 6.404675883364e-04, 5.752584043778e-04, 6.156293210271e-06, 1.705970604542e-03, 5.379537922545e-04, 7.183492013733e-01, 6.520207051220e+09
2.809326171875e-02, 2.942671837922e+00, 1.421078264935e+03, 2.366368661456e-01, 1.972045844493e-02, 6.895007102127e-04, 4.114128120112e-05, 1.174036758879e-01, 2.811500787034e-04, 5.235549848194e-02, 5.292991338687e-02, 2.955851179649e-02, 7.275932063304e-04, 1.179822510654e-04, 5.453004320359e-04, 4.676702945284e-05, 2.489656140629e-04, 3.505348082459e-03, 6.385225810836e-04, 5.760665190923e-04, 6.267377499460e-06, 1.702263523674e-03, 5.358349257769e-04, 7.183692383971e-01, 6.543692592047e+09
2.809375000000e-02, 2.948875969043e+00, 1.423954848767e+03, 2.361390065676e-01, 1.958097631120e-02, 6.901334438561e-04, 4.154079559878e-05, 1.170706137667e-01, 2.841260955416e-04, 5.248514691602e-02, 5.308186834834e-02, 2.971296341698e-02, 7.346933066356e-04, 1.185286908699e-04, 5.419342654326e-04, 4.613470987419e-05, 2.515614322870e-04, 3.518581926330e-03, 6.365535761057e-04, 5.768338671873e-04, 6.379974888682e-06, 1.698481333738e-03, 5.336921544795e-04, 7.183892556760e-01, 6.566886794235e+09
2.809423828125e-02, 2.955065080117e+00, 1.426824254423e+03, 2.356444352127e-01, 1.944186859177e-02, 6.907610509419e-04, 4.194224267231e-05, 1.167379400122e-01, 2.871210471816e-04, 5.261444403595e-02, 5.323321021131e-02, 2.986780490949e-02, 7.418393161039e-04, 1.190659407816e-04, 5.385558139092e-04, 4.550464649051e-05, 2.541559429560e-04, 3.531768375575e-03, 6.345608175596e-04, 5.775602884488e-04, 6.494094278429e-06, 1.694624546529e-03, 5.315260674508e-04, 7.184092520565e-01, 6.589788492208e+09
2.809472656250e-02, 2.961239062457e+00, 1.429686439021e+03, 2.351531325685e-01, 1.930314033932e-02, 6.913834942903e-04, 4.234560966954e-05, 1.164056615854e-01, 2.901349285773e-04, 5.274338680539e-02, 5.338393269281e-02, 3.002303463548e-02, 7.490313328934e-04, 1.195939303810e-04, 5.351657554384e-04, 4.487697751840e-05, 2.567486030906e-04, 3.544906058525e-03, 6.325445529455e-04, 5.782456336322e-04, 6.609744354732e-06, 1.690693686539e-03, 5.293372493426e-04, 7.184292263927e-01, 6.612396577260e+09
2.809521484375e-02, 2.967397808681e+00, 1.432541360287e+03, 2.346650792097e-01, 1.916479656773e-02, 6.920007370799e-04, 4.275088369642e-05, 1.160737853987e-01, 2.931677341995e-04, 5.287197221095e-02, 5.353402957575e-02, 3.017865093930e-02, 7.562694538279e-04, 1.201125923432e-04, 5.317647632748e-04, 4.425183924295e-05, 2.593388668079e-04, 3.557993597489e-03, 6.305050330462e-04, 5.788897644835e-04, 6.726933582860e-06, 1.686689290816e-03, 5.271262802041e-04, 7.184491775459e-01, 6.634709996507e+09
2.809570312500e-02, 2.973541212708e+00, 1.435388976554e+03, 2.341802557990e-01, 1.902684225128e-02, 6.926127428582e-04, 4.315805172070e-05, 1.157423183158e-01, 2.962194580509e-04, 5.300019726250e-02, 5.368349470977e-02, 3.033465214825e-02, 7.635537743466e-04, 1.206218624257e-04, 5.283535057333e-04, 4.362936593882e-05, 2.619261855383e-04, 3.571029609008e-03, 6.284425118651e-04, 5.794925537554e-04, 6.845670201012e-06, 1.682611908830e-03, 5.248937353258e-04, 7.184691043853e-01, 6.656727751851e+09
2.809619140625e-02, 2.979669169762e+00, 1.438229246763e+03, 2.336986430868e-01, 1.888928232398e-02, 6.932194755537e-04, 4.356710057572e-05, 1.154112671511e-01, 2.992900936814e-04, 5.312805899343e-02, 5.383232201205e-02, 3.049103657264e-02, 7.708843884528e-04, 1.211216794552e-04, 5.249326459752e-04, 4.300968979340e-05, 2.645100082450e-04, 3.584012704124e-03, 6.263572465626e-04, 5.800538852179e-04, 6.965962213998e-06, 1.678462102328e-03, 5.226401850945e-04, 7.184890057881e-01, 6.678448898919e+09
2.809667968750e-02, 2.985781576371e+00, 1.441062130457e+03, 2.332202219116e-01, 1.875212167881e-02, 6.938208994869e-04, 4.397801696399e-05, 1.150806386699e-01, 3.023796342032e-04, 5.325555446094e-02, 5.398050546816e-02, 3.064780250586e-02, 7.782613886611e-04, 1.216119853129e-04, 5.215028418015e-04, 4.239294083215e-05, 2.670897816462e-04, 3.596941488645e-03, 6.242494973930e-04, 5.805736536625e-04, 7.087817386923e-06, 1.674240445185e-03, 5.203661948568e-04, 7.185088806391e-01, 6.699872546011e+09
2.809716796875e-02, 2.991878330367e+00, 1.443887587780e+03, 2.327449732006e-01, 1.861536516700e-02, 6.944169793816e-04, 4.439078746092e-05, 1.147504395871e-01, 3.054880723053e-04, 5.338268074629e-02, 5.412803913280e-02, 3.080494822438e-02, 7.856848659437e-04, 1.220927249181e-04, 5.180647454530e-04, 4.177924684621e-05, 2.696649504377e-04, 3.609814563417e-03, 6.221195276386e-04, 5.810517649008e-04, 7.211243238873e-06, 1.669947523250e-03, 5.180723247937e-04, 7.185287278313e-01, 6.720997853038e+09
2.809765625000e-02, 2.997959330887e+00, 1.446705579479e+03, 2.322728779696e-01, 1.847901759736e-02, 6.950076803758e-04, 4.480539851843e-05, 1.144206765678e-01, 3.086154002679e-04, 5.350943495508e-02, 5.427491713057e-02, 3.096247198789e-02, 7.931549096754e-04, 1.225638462110e-04, 5.146190034185e-04, 4.116873332233e-05, 2.722349575187e-04, 3.622630524601e-03, 6.199676035448e-04, 5.814881357582e-04, 7.336247036602e-06, 1.665583934189e-03, 5.157591298035e-04, 7.185485462660e-01, 6.741824030459e+09
2.809814453125e-02, 3.004024478369e+00, 1.449516066896e+03, 2.318039173232e-01, 1.834308373557e-02, 6.955929680329e-04, 4.522183646852e-05, 1.140913562265e-01, 3.117616099763e-04, 5.363581421751e-02, 5.442113365671e-02, 3.112037203926e-02, 8.006716075767e-04, 1.230253001339e-04, 5.111662562492e-04, 4.056152337526e-05, 2.747992442176e-04, 3.635387963955e-03, 6.177939942532e-04, 5.818826940616e-04, 7.462835788220e-06, 1.661150287322e-03, 5.134271593950e-04, 7.185683348527e-01, 6.762350338224e+09
2.809863281250e-02, 3.010073674557e+00, 1.452319011971e+03, 2.313380724554e-01, 1.820756830346e-02, 6.961728083529e-04, 4.564008752687e-05, 1.137624851266e-01, 3.149266929346e-04, 5.376181568862e-02, 5.456668297782e-02, 3.127864660470e-02, 8.082350456569e-04, 1.234770406116e-04, 5.077071383815e-04, 3.995773768256e-05, 2.773572505205e-04, 3.648085469118e-03, 6.155989717341e-04, 5.822353786217e-04, 7.591016236910e-06, 1.656647203459e-03, 5.110769575886e-04, 7.185880925095e-01, 6.782576084705e+09
2.809912109375e-02, 3.016106822496e+00, 1.455114377239e+03, 2.308753246493e-01, 1.807247597842e-02, 6.967471677826e-04, 4.606013779636e-05, 1.134340697807e-01, 3.181106402792e-04, 5.388743654859e-02, 5.471155943254e-02, 3.143729389375e-02, 8.158453081549e-04, 1.239190245306e-04, 5.042422779660e-04, 3.935749442190e-05, 2.799084153004e-04, 3.660721623898e-03, 6.133828107186e-04, 5.825461392100e-04, 7.720794854639e-06, 1.652075314724e-03, 5.087090628268e-04, 7.186078181628e-01, 6.802500625647e+09
2.809960937500e-02, 3.022123826534e+00, 1.457902125826e+03, 2.304156552775e-01, 1.793781139263e-02, 6.973160132269e-04, 4.648197327057e-05, 1.131061166495e-01, 3.213134427913e-04, 5.401267400292e-02, 5.485575743222e-02, 3.159631209937e-02, 8.235024774794e-04, 1.243512117168e-04, 5.007722967040e-04, 3.876090921110e-05, 2.824521765470e-04, 3.673295008568e-03, 6.111457886300e-04, 5.828149365312e-04, 7.852177835893e-06, 1.647435264387e-03, 5.063240078936e-04, 7.186275107479e-01, 6.822123363103e+09
2.810009765625e-02, 3.028124592319e+00, 1.460682221446e+03, 2.299590458024e-01, 1.780357913251e-02, 6.978793120591e-04, 4.690557983722e-05, 1.127786321422e-01, 3.245350909099e-04, 5.413752528276e-02, 5.499927146159e-02, 3.175569939800e-02, 8.312066341477e-04, 1.247735649127e-04, 4.972978096909e-04, 3.816809505061e-05, 2.849879715984e-04, 3.685804200163e-03, 6.088881855136e-04, 5.830417421893e-04, 7.985171091439e-06, 1.642727706676e-03, 5.039223198413e-04, 7.186471692087e-01, 6.841443744389e+09
2.810058593750e-02, 3.034109026799e+00, 1.463454628404e+03, 2.295054777762e-01, 1.766978373799e-02, 6.984370321318e-04, 4.733094328163e-05, 1.124516226158e-01, 3.277755747439e-04, 5.426198764511e-02, 5.514209607934e-02, 3.191545394962e-02, 8.389578567240e-04, 1.251860497534e-04, 4.938194252674e-04, 3.757916226888e-05, 2.875152373732e-04, 3.698247772779e-03, 6.066102839668e-04, 5.832265386500e-04, 8.119780242101e-06, 1.637953306603e-03, 5.015045199255e-04, 7.186667924981e-01, 6.860461261040e+09
2.810107421875e-02, 3.040077038220e+00, 1.466219311589e+03, 2.290549328409e-01, 1.753642970194e-02, 6.989891417866e-04, 4.775804929007e-05, 1.121250943749e-01, 3.310348840833e-04, 5.438605837304e-02, 5.528422591875e-02, 3.207557389784e-02, 8.467562217556e-04, 1.255886347415e-04, 4.903377448762e-04, 3.699421847035e-05, 2.900334106028e-04, 3.710624297878e-03, 6.043123690683e-04, 5.833693191972e-04, 8.256010612564e-06, 1.633112739769e-03, 4.990711235490e-04, 7.186863795777e-01, 6.879175447769e+09
2.810156250000e-02, 3.046028536125e+00, 1.468976236472e+03, 2.286073927286e-01, 1.740352146951e-02, 6.995356098652e-04, 4.818688345311e-05, 1.117990536713e-01, 3.343130084111e-04, 5.450973477598e-02, 5.542565568826e-02, 3.223605736993e-02, 8.546018037087e-04, 1.259812912217e-04, 4.868533629272e-04, 3.641336848625e-05, 2.925419280649e-04, 3.722932344600e-03, 6.019947283066e-04, 5.834700878852e-04, 8.393867225218e-06, 1.628206692180e-03, 4.966226402113e-04, 7.187059294183e-01, 6.897585881440e+09
2.810205078125e-02, 3.051963431354e+00, 1.471725369107e+03, 2.281628392617e-01, 1.727106343755e-02, 7.000764057190e-04, 4.861743126893e-05, 1.114735067042e-01, 3.376099369138e-04, 5.463301418993e-02, 5.556638017204e-02, 3.239690247691e-02, 8.624946749033e-04, 1.263639933535e-04, 4.833668666680e-04, 3.583671432825e-05, 2.950402268173e-04, 3.735170480071e-03, 5.996576515077e-04, 5.835288594857e-04, 8.533354794023e-06, 1.623235860045e-03, 4.941595734668e-04, 7.187254410000e-01, 6.915692180046e+09
2.810253906250e-02, 3.057881636039e+00, 1.474466676125e+03, 2.277212543526e-01, 1.713905995397e-02, 7.006114992191e-04, 4.904967814655e-05, 1.111484596194e-01, 3.409256584920e-04, 5.475589397766e-02, 5.570639423048e-02, 3.255810731362e-02, 8.704349054463e-04, 1.267367180845e-04, 4.798788360630e-04, 3.526435514497e-05, 2.975277444313e-04, 3.747337269721e-03, 5.973014307629e-04, 5.835456594309e-04, 8.674477718417e-06, 1.618200949585e-03, 4.916824208898e-04, 7.187449133118e-01, 6.933494001699e+09
2.810302734375e-02, 3.063783063605e+00, 1.477200124733e+03, 2.272826200042e-01, 1.700751531721e-02, 7.011408607667e-04, 4.948360940908e-05, 1.108239185093e-01, 3.442601617699e-04, 5.487837152899e-02, 5.584569280074e-02, 3.271966995879e-02, 8.784225631646e-04, 1.270994451215e-04, 4.763898436768e-04, 3.469638718132e-05, 3.000039192260e-04, 3.759431277601e-03, 5.949263603552e-04, 5.835205237518e-04, 8.817240077269e-06, 1.613102676825e-03, 4.891916740454e-04, 7.187643453523e-01, 6.950991043635e+09
2.810351562500e-02, 3.069667628767e+00, 1.479925682711e+03, 2.268469183097e-01, 1.687643377560e-02, 7.016644613021e-04, 4.991921029683e-05, 1.104998894126e-01, 3.476134351053e-04, 5.500044426098e-02, 5.598427089723e-02, 3.288158847510e-02, 8.864577135366e-04, 1.274521569018e-04, 4.729004545667e-04, 3.413290374082e-05, 3.024681905019e-04, 3.771451066706e-03, 5.925327366861e-04, 5.834534990112e-04, 8.961645622873e-06, 1.607941767394e-03, 4.866878184675e-04, 7.187837361291e-01, 6.968183041221e+09
2.810400390625e-02, 3.075535247527e+00, 1.482643318412e+03, 2.264141314526e-01, 1.674581952686e-02, 7.021822723149e-04, 5.035646597046e-05, 1.101763783140e-01, 3.509854665979e-04, 5.512210961815e-02, 5.612212361206e-02, 3.304386090928e-02, 8.945404196229e-04, 1.277948385637e-04, 4.694112261796e-04, 3.357399515086e-05, 3.049199987746e-04, 3.783395199302e-03, 5.901208582015e-04, 5.833446422339e-04, 9.107697774980e-06, 1.602718956310e-03, 4.841713336433e-04, 7.188030846595e-01, 6.985069766986e+09
2.810449218750e-02, 3.081385837176e+00, 1.485353000756e+03, 2.259842417069e-01, 1.661567671748e-02, 7.026942658532e-04, 5.079536151405e-05, 1.098533911443e-01, 3.543762440982e-04, 5.524336507272e-02, 5.625924611549e-02, 3.320648529216e-02, 9.026707419962e-04, 1.281274779159e-04, 4.659227082568e-04, 3.301974873083e-05, 3.073587860085e-04, 3.795262237252e-03, 5.876910253171e-04, 5.831940208320e-04, 9.255399614905e-06, 1.597434987777e-03, 4.816426930028e-04, 7.188223899703e-01, 7.001651029658e+09
2.810498046875e-02, 3.087219316284e+00, 1.488054699229e+03, 2.255572314372e-01, 1.648600944224e-02, 7.032004145329e-04, 5.123588193813e-05, 1.095309337797e-01, 3.577857552152e-04, 5.536420812478e-02, 5.639563365636e-02, 3.336945963875e-02, 9.108487386706e-04, 1.284500654069e-04, 4.624354427440e-04, 3.247024876332e-05, 3.097839958490e-04, 3.807050742345e-03, 5.852435403437e-04, 5.830017125255e-04, 9.404753879669e-06, 1.592090614962e-03, 4.791023639147e-04, 7.188416510979e-01, 7.017926673223e+09
2.810546875000e-02, 3.093035604707e+00, 1.490748383881e+03, 2.251330830983e-01, 1.635682174364e-02, 7.037006915468e-04, 5.167801218259e-05, 1.092090120419e-01, 3.612139873235e-04, 5.548463630253e-02, 5.653128156245e-02, 3.353278194833e-02, 9.190744650294e-04, 1.287625940935e-04, 4.589499637086e-04, 3.192557646827e-05, 3.121950738551e-04, 3.818759276635e-03, 5.827787074121e-04, 5.827678052601e-04, 9.555762956200e-06, 1.586686599783e-03, 4.765508076873e-04, 7.188608670881e-01, 7.033896575990e+09
2.810595703125e-02, 3.098834623577e+00, 1.493434025323e+03, 2.247117792355e-01, 1.622811761142e-02, 7.041950706739e-04, 5.212173711969e-05, 1.088876316980e-01, 3.646609275705e-04, 5.560464716247e-02, 5.666618524091e-02, 3.369645020453e-02, 9.273479737529e-04, 1.290650596084e-04, 4.554667972622e-04, 3.138580998001e-05, 3.145914677304e-04, 3.830386402775e-03, 5.802968323973e-04, 5.824923971201e-04, 9.708428875617e-06, 1.581223712685e-03, 4.739884795749e-04, 7.188800369966e-01, 7.049560649682e+09
2.810644531250e-02, 3.104616295303e+00, 1.496111594723e+03, 2.242933024845e-01, 1.609990098202e-02, 7.046835262877e-04, 5.256704155685e-05, 1.085667984598e-01, 3.681265628825e-04, 5.572423828962e-02, 5.680034017857e-02, 3.386046237539e-02, 9.356693147453e-04, 1.293574601284e-04, 4.519864614894e-04, 3.085102432746e-05, 3.169726275544e-04, 3.841930684353e-03, 5.777982228430e-04, 5.821755962385e-04, 9.862753307556e-06, 1.575702732419e-03, 4.714158287885e-04, 7.188991598889e-01, 7.064918838537e+09
2.810693359375e-02, 3.110380543566e+00, 1.498781063805e+03, 2.238776355713e-01, 1.597217573810e-02, 7.051660333652e-04, 5.301391023951e-05, 1.082465179842e-01, 3.716108799702e-04, 5.584340729768e-02, 5.693374194228e-02, 3.402481641344e-02, 9.440385350601e-04, 1.296397963407e-04, 4.485094663830e-04, 3.032129141716e-05, 3.193380060109e-04, 3.853390686240e-03, 5.752831878859e-04, 5.818175207023e-04, 1.001873755458e-05, 1.570124445812e-03, 4.688332985118e-04, 7.189182348400e-01, 7.079971118427e+09
2.810742187500e-02, 3.116127293321e+00, 1.501442404848e+03, 2.234647613123e-01, 1.584494570810e-02, 7.056425674954e-04, 5.346232785391e-05, 1.079267958729e-01, 3.751138653341e-04, 5.596215182926e-02, 5.706638617925e-02, 3.418951025583e-02, 9.524556788264e-04, 1.299120714100e-04, 4.450363137840e-04, 2.979668001931e-05, 3.216870586169e-04, 3.864764974927e-03, 5.727520381786e-04, 5.814182984553e-04, 1.017638254666e-05, 1.564489647546e-03, 4.662413259212e-04, 7.189372609352e-01, 7.094717496005e+09
2.810791015625e-02, 3.121856470787e+00, 1.504095590678e+03, 2.230546626139e-01, 1.571821466570e-02, 7.061131048873e-04, 5.391227902977e-05, 1.076076376718e-01, 3.786355052688e-04, 5.608046955605e-02, 5.719826861728e-02, 3.435454182435e-02, 9.609207871732e-04, 1.301742909444e-04, 4.415674973284e-04, 2.927725575686e-05, 3.240192439495e-04, 3.876052118875e-03, 5.702050858140e-04, 5.809780671969e-04, 1.033568883573e-05, 1.558799139920e-03, 4.636403422098e-04, 7.189562372692e-01, 7.109158007851e+09
2.810839843750e-02, 3.127568003452e+00, 1.506740594670e+03, 2.226473224729e-01, 1.559198632943e-02, 7.065776223786e-04, 5.436374834294e-05, 1.072890488714e-01, 3.821757858671e-04, 5.619835817901e-02, 5.732938506508e-02, 3.451990902556e-02, 9.694338981537e-04, 1.304264629615e-04, 4.381035023987e-04, 2.876308109741e-05, 3.263340238710e-04, 3.887250688861e-03, 5.676426442484e-04, 5.804969742776e-04, 1.049665659033e-05, 1.553053732621e-03, 4.610307726160e-04, 7.189751629469e-01, 7.123292719662e+09
2.810888671875e-02, 3.133261820062e+00, 1.509377390746e+03, 2.222427239760e-01, 1.546626436221e-02, 7.070360974431e-04, 5.481672031808e-05, 1.069710349063e-01, 3.857346930234e-04, 5.631581542853e-02, 5.745973141250e-02, 3.468560975085e-02, 9.779950466693e-04, 1.306685978536e-04, 4.346448060814e-04, 2.825421534813e-05, 3.286308637531e-04, 3.898359258330e-03, 5.650650282249e-04, 5.799751765915e-04, 1.065928559034e-05, 1.547254242486e-03, 4.584130364544e-04, 7.189940370833e-01, 7.137121725436e+09
2.810937500000e-02, 3.138937850625e+00, 1.512005953367e+03, 2.218408502997e-01, 1.534105237091e-02, 7.074885081985e-04, 5.527117943115e-05, 1.066536011553e-01, 3.893122124361e-04, 5.643283906465e-02, 5.758930363073e-02, 3.485164187654e-02, 9.866042643931e-04, 1.309007083529e-04, 4.311918771297e-04, 2.775071465357e-05, 3.309092326987e-04, 3.909376403742e-03, 5.624725536964e-04, 5.794128404655e-04, 1.082357522177e-05, 1.541401493270e-03, 4.557875471519e-04, 7.190128588030e-01, 7.150645146699e+09
2.810986328125e-02, 3.144596026403e+00, 1.514626257534e+03, 2.214416847105e-01, 1.521635390595e-02, 7.079348334145e-04, 5.572711011191e-05, 1.063367529411e-01, 3.929083296101e-04, 5.654942687720e-02, 5.771809777253e-02, 3.501800326398e-02, 9.952615796922e-04, 1.311228094966e-04, 4.277451759310e-04, 2.725263199633e-05, 3.331686037625e-04, 3.920300704930e-03, 5.598655377492e-04, 5.788101415453e-04, 1.098952447168e-05, 1.535496315400e-03, 4.531547122852e-04, 7.190316272410e-01, 7.163863131739e+09
2.811035156250e-02, 3.150236279910e+00, 1.517238278788e+03, 2.210452105645e-01, 1.509217246090e-02, 7.083750525196e-04, 5.618449674645e-05, 1.060204955301e-01, 3.965230298583e-04, 5.666557668598e-02, 5.784610997240e-02, 3.518469175961e-02, 1.003967017551e-03, 1.313349185912e-04, 4.243051544806e-04, 2.676001720056e-05, 3.354084541689e-04, 3.931130745451e-03, 5.572442985257e-04, 5.781672646791e-04, 1.115713192319e-05, 1.529539545741e-03, 4.505149336229e-04, 7.190503415422e-01, 7.176775854863e+09
2.811083984375e-02, 3.155858544909e+00, 1.519841993199e+03, 2.206514113073e-01, 1.496851147209e-02, 7.088091456088e-04, 5.664332367947e-05, 1.057048341327e-01, 4.001562983023e-04, 5.678128634093e-02, 5.797333644675e-02, 3.535170519509e-02, 1.012720599494e-03, 1.315370551771e-04, 4.208722563589e-04, 2.627291693835e-05, 3.376282655285e-04, 3.941865112946e-03, 5.546091551478e-04, 5.774844037979e-04, 1.132639575058e-05, 1.523532027348e-03, 4.478686071689e-04, 7.190690008616e-01, 7.189383515677e+09
