grid, omegaDot_C2H4, omegaDot_H2, omegaDot_H, omegaDot_O2, omegaDot_O, omegaDot_H2O, omegaDot_CO, omegaDot_CO2, omegaDot_OH, omegaDot_HCO, omegaDot_HO2, omegaDot_H2O2, omegaDot_C2H3, omegaDot_C2H2, omegaDot_CH4, omegaDot_CH3, omegaDot_CH2, omegaDot_CH2O, omegaDot_CH2CHO, omegaDot_N2
2.842968749999999836e-02,-8.072771462853445268e-02,3.073225842472165348e-01,9.189744497710229387e-01,-5.074878457942245547e+01,2.819096375936037902e+00,-1.087967435912364955e+01,-7.554341423245989517e+01,1.318001480833311803e+02,5.344839554844571516e+00,-5.352653299811500898e-02,-2.473492545424593042e-02,-5.730801574105390392e-04,-2.540006439622239515e-02,-3.556293262811262235e+00,-9.068423703654496584e-03,-2.131203964315976293e-02,-1.304349574414098711e-01,-1.141444097860402213e-01,-2.292466103932007046e-03,0.000000000000000000e+00
2.843359374999999967e-02,-6.957530323281947704e-02,3.206829828442028796e-01,8.809287349060260786e-01,-4.892915337379027818e+01,2.613425074738788378e+00,-1.074719663036457717e+01,-7.415998747330584706e+01,1.286469452716872581e+02,5.092498690603683542e+00,-4.967969463563901011e-02,-2.338786822181053091e-02,-5.895764140241221366e-04,-2.201302038984341569e-02,-3.296604396541991555e+00,-7.976964362744526707e-03,-1.922999049235531513e-02,-1.217346073364952708e-01,-1.053808042133626555e-01,-1.971051478190297829e-03,0.000000000000000000e+00
2.843749999999999750e-02,-5.995493690518072238e-02,3.322861970872986737e-01,8.440320058693835392e-01,-4.719434494534954894e+01,2.417452934623168126e+00,-1.059863259765158006e+01,-7.277298789992262584e+01,1.255601122162648835e+02,4.852027338575051196e+00,-4.609599862522779923e-02,-2.213940958540826925e-02,-6.051133470760142012e-04,-1.907088915076152191e-02,-3.055132141503824617e+00,-7.022319803152354475e-03,-1.737247587537588123e-02,-1.135479839064113261e-01,-9.730943469311344185e-02,-1.694546100493630894e-03,0.000000000000000000e+00
2.844140624999999534e-02,-5.165796723266407459e-02,3.422387864387946843e-01,8.082581350443397428e-01,-4.554006346549366668e+01,2.230838099387507878e+00,-1.043569647553203517e+01,-7.138545052573851990e+01,1.225393356278142249e+02,4.622873026408574226e+00,-4.275920429014606200e-02,-2.098157242545350271e-02,-6.197111704526303121e-04,-1.651652073644675756e-02,-2.830714123269561178e+00,-6.187047833905529905e-03,-1.571333663743126191e-02,-1.058539534483041306e-01,-8.987305160316064190e-02,-1.456719681698921470e-03,0.000000000000000000e+00
2.844531249999999664e-02,-4.450379651116724566e-02,3.506432572123430735e-01,7.735810031989638347e-01,-4.396221977134646153e+01,2.053235523151839548e+00,-1.025998021443155750e+01,-7.000014218067866523e+01,1.195842100833884984e+02,4.404503685596169227e+00,-3.965386006987534767e-02,-1.990706057545874041e-02,-6.333926330555151099e-04,-1.429986198761852047e-02,-2.622245279014565611e+00,-5.455925724834886914e-03,-1.422961080494204202e-02,-9.863092890338730212e-02,-8.301947551922655988e-02,-1.252194346982908428e-03,0.000000000000000000e+00
2.844921874999999795e-02,-3.833617764043896481e-02,3.575980328518302276e-01,7.399745639353677573e-01,-4.245692458070885777e+01,1.884299494260258445e+00,-1.007296100443116238e+01,-6.861957814257286259e+01,1.166942468812306828e+02,4.196407708929311475e+00,-3.676529287697730825e-02,-1.890920026542823942e-02,-6.461824375015341607e-04,-1.237712089013050069e-02,-2.428677612173404388e+00,-4.815673029896804999e-03,-1.290113536088682844e-02,-9.185711303740580480e-02,-7.670111450503576400e-02,-1.076331277443015643e-03,0.000000000000000000e+00
2.845312499999999578e-02,-3.301998838698334132e-02,3.631974532848306625e-01,7.074128994161051898e-01,-4.102048147883943585e+01,1.723685813136543787e+00,-9.876008374679942747e+00,-6.724603816769199227e+01,1.138688823006148425e+02,3.998093879346996005e+00,-3.407959178287701257e-02,-1.798188564423555680e-02,-6.581067850631393788e-04,-1.071002079525361535e-02,-2.249019458181675812e+00,-4.254707718270198460e-03,-1.171019726132725355e-02,-8.551070896618015449e-02,-7.087452762159435204e-02,-9.251314444623399144e-04,0.000000000000000000e+00
2.845703124999999709e-02,-2.843842181251241691e-02,3.675317988764560395e-01,6.758702684868292954e-01,-3.964937975568789597e+01,1.571053656932459575e+00,-9.670390905658234004e+00,-6.588158188763307521e+01,1.111074852981904399e+02,3.809091189992626969e+00,-3.158358837347947229e-02,-1.711952857817251178e-02,-6.691930029993162915e-04,-9.265136451377302060e-03,-2.082334355613760568e+00,-3.762931878002975187e-03,-1.064122779718803570e-02,-7.957009946274569423e-02,-6.550003151264333079e-02,-7.951490167368268627e-04,0.000000000000000000e+00
2.846093749999999839e-02,-2.449054130295184872e-02,3.706873351256614879e-01,6.453211481205604061e-01,-3.834028716295617301e+01,1.426067162036026792e+00,-9.457282572119524389e+00,-6.452806355048402054e+01,1.084093646714931509e+02,3.628948573970828928e+00,-2.926483490681129965e-02,-1.631701267242223474e-02,-6.794692304059926071e-04,-8.013304202570979695e-03,-1.927739604428073239e+00,-3.331543623100312844e-03,-9.680535075325642086e-03,-7.401399716029478937e-02,-6.054134655054362046e-02,-6.834160340095664886e-04,0.000000000000000000e+00
2.846484374999999623e-02,-2.108915461163275371e-02,3.727463746728849059e-01,6.157402690189683891e-01,-3.709004265109678045e+01,1.288396753423408203e+00,-9.237768733704923463e+00,-6.318714609309470376e+01,1.057737757192928427e+02,3.457234559569953625e+00,-2.711158087929431415e-02,-1.556965130762169927e-02,-6.889641483904610777e-04,-6.929099163239047475e-03,-1.784404581712119908e+00,-2.952872175795365726e-03,-8.816069988121323642e-03,-6.882156812662788836e-02,-5.596527894932386282e-02,-5.873770194903557649e-04,0.000000000000000000e+00
2.846874999999999753e-02,-1.815896669569544430e-02,3.737873536861243684e-01,5.871026460576692640e-01,-3.589564913813235592e+01,1.157720248018724529e+00,-9.012851790262784490e+00,-6.186031453880880093e+01,1.031999264274369921e+02,3.293536865177029593e+00,-2.511274837370175428e-02,-1.487314939511900046e-02,-6.977067449617658634e-04,-5.990372662474897740e-03,-1.651548875218571188e+00,-2.620233410708076079e-03,-8.037221572627076607e-03,-6.397253142973696738e-02,-5.174143535794493293e-02,-5.048323110511654908e-04,0.000000000000000000e+00
2.847265624999999883e-02,-1.563497592314388659e-02,3.738849200584777877e-01,5.593836041631728984e-01,-3.475426635472719994e+01,1.033723757384764408e+00,-8.783456518233927923e+00,-6.054888872134959144e+01,1.006869832076804414e+02,3.137461946313266026e+00,-2.325790644288065062e-02,-1.422356850509792076e-02,-7.057261087691569287e-04,-5.177843749732168391e-03,-1.528440286005031679e+00,-2.327803436714582282e-03,-7.334638136556636753e-03,-5.944723730860714678e-02,-4.784196666274876525e-02,-4.338890101097627643e-04,0.000000000000000000e+00
2.847656249999999667e-02,-1.346108250630301609e-02,3.731100312281770970e-01,5.325588000968624058e-01,-3.366320380310330052e+01,9.161024132465904746e-01,-8.550435104242234630e+00,-5.925403534098001757e+01,9.823407621586883920e+01,2.988634505953345677e+00,-2.153724468536240971e-02,-1.361729498683135822e-02,-7.130512459686473873e-04,-4.474739052027805822e-03,-1.414392743550661802e+00,-2.070508056256592250e-03,-6.700070954918401975e-03,-5.522672645745437675e-02,-4.424133800684970641e-02,-3.729185656007204166e-04,0.000000000000000000e+00
2.848046874999999797e-02,-1.158888182157741947e-02,3.715300597008909800e-01,5.066042405481672173e-01,-3.261991386127194659e+01,8.045609378068091511e-01,-8.314571890941756749e+00,-5.797677936353019135e+01,9.584030427450861112e+01,2.846696977246319538e+00,-1.994154602117379979e-02,-1.305101066957640131e-02,-7.197109139833115935e-04,-3.866475762192311295e-03,-1.308764169744556227e+00,-1.843926181547593654e-03,-6.126237722999919137e-03,-5.129277275878940667e-02,-4.091612234799452130e-02,-3.205201225200582545e-04,0.000000000000000000e+00
2.848437499999999928e-02,-9.976618649088645277e-03,3.692089047074088581e-01,4.814962968098280838e-01,-3.162198505889903544e+01,6.988140789601878788e-01,-8.076587850795192480e+00,-5.671801477694175020e+01,9.350473942374023295e+01,2.711308988090363581e+00,-1.846215837696112139e-02,-1.252166568632824897e-02,-7.257334651372389454e-04,-3.340383010404807812e-03,-1.210954322027187002e+00,-1.644205503895904098e-03,-5.606703293082959151e-03,-4.762791158239728512e-02,-3.784481521063127324e-02,-2.754888669176039492e-04,0.000000000000000000e+00
2.848828124999999711e-02,-8.588281350761199293e-03,3.662071085851690833e-01,4.572117162660413459e-01,-3.066713554615330395e+01,5.985869293884708009e-01,-7.837144801710842046e+00,-5.547851472338721379e+01,9.122643112325205550e+01,2.582146814267196167e+00,-1.709096433264255949e-02,-1.202645289574725065e-02,-7.311466885694163382e-04,-2.885457322523122918e-03,-1.120402640635785207e+00,-1.467988907600007668e-03,-5.135775528220105218e-03,-4.421545551655799156e-02,-3.500766863908598425e-02,-2.367886900507627161e-04,0.000000000000000000e+00
2.849218749999999842e-02,-7.392817640905754994e-03,3.625819767679120398e-01,4.337276307853962232e-01,-2.975320677281819925e+01,5.036151468672150910e-01,-7.596849379266596536e+00,-5.425894102880882741e+01,8.900441012655116424e+01,2.458902828469097912e+00,-1.582034630783966597e-02,-1.156278328609915661e-02,-7.359776295262514039e-04,-2.492148295633514650e-03,-1.036586120285283963e+00,-1.312350295069216344e-03,-4.708414381092676688e-03,-4.103949912072350770e-02,-3.238654273271427547e-02,-2.035285723032706853e-04,0.000000000000000000e+00
2.849609374999999972e-02,-6.363455925394809892e-03,3.583877003692732544e-01,4.110215620071007714e-01,-2.887815739160150486e+01,4.136450923997754825e-01,-7.356256779125706302e+00,-5.305985315656175771e+01,8.683769204758506532e+01,2.341284950925409003e+00,-1.464314153184226135e-02,-1.112826165214761930e-02,-7.402523504013851533e-04,-2.152171022448439407e-03,-9.590172226245831100e-01,-1.174738646483160882e-03,-4.320152554412232983e-03,-3.808491398378493348e-02,-2.996477355553285940e-02,-1.749421506317849382e-04,0.000000000000000000e+00
2.849999999999999756e-02,-5.477118227565148587e-03,3.536754805310421967e-01,3.890714232787185201e-01,-2.804005739592130197e+01,3.284339018031314783e-01,-7.115874283990347493e+00,-5.188171662012496199e+01,8.472528063803055431e+01,2.229016107335368702e+00,-1.355257347172837169e-02,-1.072066183077561782e-02,-7.439955631247098479e-04,-1.858342171872335614e-03,-8.872418423746147864e-01,-1.052929276897326656e-03,-3.967026327098602777e-03,-3.533733503235936962e-02,-2.772705668751330316e-02,-1.503699786613258847e-04,0.000000000000000000e+00
2.850390624999999539e-02,-4.713912511569816680e-03,3.484936536923248784e-01,3.678555176141167782e-01,-2.723708249989788044e+01,2.477495062563775940e-01,-6.876164590213617700e+00,-5.072491090683103465e+01,8.266617079165433779e+01,2.121833700287345525e+00,-1.254212918712937705e-02,-1.033790111793448860e-02,-7.472300001679243629e-04,-1.604436984806267450e-03,-8.208373371206729718e-01,-9.449813776453181314e-04,-3.645515344779377571e-03,-3.278313864476033873e-02,-2.565934626203179164e-02,-1.292440104698403653e-04,0.000000000000000000e+00
2.850781249999999670e-02,-4.056693784598364681e-03,3.428878167972647661e-01,3.473525302086466482e-01,-2.646750876425636179e+01,1.713706184157435808e-01,-6.637548951610276582e+00,-4.958973700134642826e+01,8.065935128865864101e+01,2.019489100965723871e+00,-1.160531294740095413e-02,-9.978014849046909496e-03,-7.499752613377642018e-04,-1.385064775001830593e-03,-7.594106282285432163e-01,-8.492010384438916822e-04,-3.352490383489233929e-03,-3.040941266563550183e-02,-2.374877007209015914e-02,-1.110738273624503185e-04,0.000000000000000000e+00
2.851562499999999584e-02,-3.015919365711624764e-03,3.305230472478814518e-01,3.084340197559379271e-01,-2.502370944066284508e+01,3.094078132815324469e-02,-6.164667627739285116e+00,-4.738524327994354479e+01,7.679993299974317722e+01,1.828406386408468309e+00,-9.963073370364358347e-03,-9.329847939274523230e-03,-7.546824361768820566e-04,-1.035399685249885045e-03,-6.503839510406026481e-01,-6.897495694151942755e-04,-2.842074317030114823e-03,-2.615484176159120142e-02,-2.036480256950059034e-02,-8.254408302101057249e-05,0.000000000000000000e+00
2.851953124999999714e-02,-2.595762539826665730e-03,3.238745492268385040e-01,2.899519707362772647e-01,-2.434416052518306373e+01,-3.399145701542206216e-02,-5.931305669672813252e+00,-4.631561813901126357e+01,7.494290044517198623e+01,1.738977002154258766e+00,-9.211690230796475490e-03,-9.029384845049323594e-03,-7.559558341434065775e-04,-8.937135113060728662e-04,-6.017227586460993649e-01,-6.222907389654822909e-04,-2.618821211439551540e-03,-2.425653785956382452e-02,-1.885033222248804624e-02,-7.092876710644171838e-05,0.000000000000000000e+00
2.852343749999999845e-02,-2.233976861858903186e-03,3.169585583380360450e-01,2.721019115145205669e-01,-2.369199990824274593e+01,-9.540529555457387401e-02,-5.700350484652894067e+00,-4.526814302594149098e+01,7.313406842890258019e+01,1.653507362418751514e+00,-8.519778338050003341e-03,-8.746055909807835815e-03,-7.569335485422969785e-04,-7.713583190590744994e-04,-5.567269798097727040e-01,-5.621446105909050838e-04,-2.414581831212268565e-03,-2.249310708879950424e-02,-1.745167722205241689e-02,-6.095324242889765294e-05,0.000000000000000000e+00
2.853124999999999759e-02,-1.661053900202839146e-03,3.024148256836950432e-01,2.382508389347729738e-01,-2.246593865496899767e+01,-2.081815252835493568e-01,-5.246349980288768755e+00,-4.323986194294659668e+01,6.965827974998217087e+01,1.493710452879589035e+00,-7.313097445499818633e-03,-8.233329707568438904e-03,-7.586095408630732281e-04,-5.765015832567873654e-04,-4.769063717262647106e-01,-4.612180944107015885e-04,-2.056710630370291344e-03,-1.933571401333200254e-02,-1.497585334651862707e-02,-4.530400400182257387e-05,0.000000000000000000e+00
2.853906249999999672e-02,-1.235249755046835714e-03,2.871380667231008821e-01,2.067133553805927670e-01,-2.133286338360794332e+01,-3.094294797011779008e-01,-4.804284896275235361e+00,-4.129850470845614296e+01,6.636080995188075349e+01,1.347079047574267552e+00,-6.271164229955896417e-03,-7.774635914089489223e-03,-7.586717364638648686e-04,-4.307889575982118630e-04,-4.085454707034044675e-01,-3.802069940328095272e-04,-1.755417691037247825e-03,-1.662278049942066127e-02,-1.284991438556485135e-02,-3.365265159636791540e-05,0.000000000000000000e+00
2.854296874999999803e-02,-1.063358683546084243e-03,2.793078199192245425e-01,1.917550444849142888e-01,-2.079801416378211698e+01,-3.561594111402571206e-01,-4.588246825214363334e+00,-4.035990615114622670e+01,6.477587422660907635e+01,1.278299281408590282e+00,-5.797757518179828644e-03,-7.560591987596996556e-03,-7.578249383915213215e-04,-3.717776354338657918e-04,-3.780498071709750274e-01,-3.455653367898990722e-04,-1.622742474832181321e-03,-1.541236315367206823e-02,-1.189911041612192605e-02,-2.892182329535013729e-05,0.000000000000000000e+00
2.854687499999999933e-02,-9.153376755035489386e-04,2.713786909572764583e-01,1.773217622874267707e-01,-2.028369440461431239e+01,-4.003040982822746452e-01,-4.375746197917258939e+00,-3.944283817800786096e+01,6.323313945990017970e+01,1.212465775506671006e+00,-5.362901859326919297e-03,-7.357894645000189783e-03,-7.568629569437676811e-04,-3.208382134146320428e-04,-3.498591453699290144e-01,-3.144408043021952441e-04,-1.500792439447196222e-03,-1.428856139009843269e-02,-1.102117260386172200e-02,-2.486187201368540630e-05,0.000000000000000000e+00
2.855468749999999847e-02,-6.808761015108313885e-04,2.552815675096961612e-01,1.499900431895871966e-01,-1.931381813950573800e+01,-4.812295233011561479e-01,-3.961658301493762746e+00,-3.767282194970761822e+01,6.027160207847443729e+01,1.089104103747601249e+00,-4.606152395224070994e-03,-6.988566449619803937e-03,-7.551564631244081722e-04,-2.397701454710986712e-04,-2.998675816701230068e-01,-2.615660788336766429e-04,-1.285540084096940512e-03,-1.227905421657227159e-02,-9.467123680573298269e-03,-1.849162790433996908e-05,0.000000000000000000e+00
2.856249999999999761e-02,-5.065568859902434308e-04,2.390049555689786331e-01,1.245714416278419640e-01,-1.841409155355043126e+01,-5.536845435575595831e-01,-3.562572082889381431e+00,-3.598510457109769334e+01,5.746544482493248296e+01,9.755699204028097649e-01,-3.953172046777647317e-03,-6.654593429050107388e-03,-7.522065346974749368e-04,-1.791876140799892551e-04,-2.570710172766906276e-01,-2.184686810751259396e-04,-1.102829795964321629e-03,-1.055339056785419873e-02,-8.133218545050325404e-03,-1.375005981858840033e-05,0.000000000000000000e+00
2.857031249999999675e-02,-3.769238388154688355e-04,2.226845582042052407e-01,1.009463557156563135e-01,-1.757841017076412271e+01,-6.184910779611018095e-01,-3.178990985037865702e+00,-3.437745324556040316e+01,5.480737936153020939e+01,8.709726717850360123e-01,-3.393210985969611314e-03,-6.351759306523941002e-03,-7.483753294592735729e-04,-1.339141651665153444e-04,-2.204325960970492382e-01,-1.831677482416211992e-04,-9.473979877373905727e-04,-9.071100015213081139e-03,-6.988797890061803492e-03,-1.022454736693222517e-05,0.000000000000000000e+00
2.857812499999999589e-02,-2.804911426644755650e-04,2.064355192645152270e-01,7.900240016266718568e-02,-1.680128672511576937e+01,-6.763914901587406714e-01,-2.811225177682382004e+00,-3.284743746941498443e+01,5.229035165268963681e+01,7.745113007789883319e-01,-2.913786350439172713e-03,-6.076370217908728597e-03,-7.438316962829056005e-04,-1.000774951623950115e-04,-1.890640230701731705e-01,-1.541145159950639597e-04,-8.149032212528649474e-04,-7.797741502631036145e-03,-6.007067354665417309e-03,-7.603956769462903237e-06,0.000000000000000000e+00
2.858593749999999850e-02,-2.087219719534862919e-04,1.903549097848576399e-01,5.863395281973941137e-02,-1.607778596736603660e+01,-7.280542298063770179e-01,-2.459422828344489886e+00,-3.139248400972238073e+01,4.990755338124859009e+01,6.854665162353045238e-01,-2.503449302207423188e-03,-5.825144894194707844e-03,-7.386795575479048782e-04,-7.478163739261556341e-05,-1.622047387080406688e-01,-1.300926280643257269e-04,-7.017556969111244910e-04,-6.703843082842550656e-03,-5.164861775735676841e-03,-5.655594315986253325e-06,0.000000000000000000e+00
2.859374999999999764e-02,-1.552688222765528556e-04,1.745239439263094883e-01,3.974170947059197517e-02,-1.540346662275525524e+01,-7.740794724288729833e-01,-2.123597558413779840e+00,-3.000992471702654996e+01,4.765242980678031870e+01,6.031939400907235793e-01,-2.152178552839885666e-03,-5.595142895667905292e-03,-7.329905716497117120e-04,-5.586097676929470315e-05,-1.392038832185304165e-01,-1.101420974230108785e-04,-6.049797523813532467e-04,-5.764098081355967587e-03,-4.442278626726274202e-03,-4.206047857392705129e-06,0.000000000000000000e+00
2.860156249999999678e-02,-1.154083573397773058e-04,1.590099747033076605e-01,2.223225392455299015e-02,-1.477433000891501003e+01,-8.150045371273944017e-01,-1.803652501112006146e+00,-2.869703688149861520e+01,4.551868464407615278e+01,5.271181787767302840e-01,-1.851124520255210872e-03,-5.383637369650337394e-03,-7.267944039338104529e-04,-4.169587128346383370e-05,-1.195047166072361472e-01,-9.350107178359105939e-05,-5.221050260362489247e-04,-4.956717032285086304e-03,-3.822296461148012338e-03,-3.126106766624260953e-06,0.000000000000000000e+00
2.860937499999999939e-02,-8.562063154419214252e-05,1.438683015660691400e-01,6.017621420437060074e-03,-1.418677483340165679e+01,-8.513088811354829755e-01,-1.499401519703646102e+00,-2.745107734108236741e+01,4.350028238085405263e+01,4.567279479842241141e-01,-1.591630189142661947e-03,-5.187882750967715527e-03,-7.200032845183981919e-04,-3.107469452385260781e-05,-1.026311903101052442e-01,-7.956094737816713034e-05,-4.510827957170524178e-04,-4.262872482153048405e-03,-3.290439426810851456e-03,-2.318988762142102321e-06,0.000000000000000000e+00
2.862499999999999767e-02,-4.833429502699004284e-05,1.148055201611230397e-01,-2.274725522639538602e-02,-1.312639347295603542e+01,-9.115037034294921625e-01,-9.370402934489886482e-01,-2.515193568683284298e+01,3.979242103632968508e+01,3.313403004605009472e-01,-1.193530804505683364e-03,-4.851979468602858961e-03,-7.082520749588956796e-04,-1.768072830184457320e-05,-7.611328393634635148e-02,-5.831484432265899323e-05,-3.378095504735188228e-04,-3.162528224813786898e-03,-2.453414346131538911e-03,-1.316784076417635608e-06,0.000000000000000000e+00
2.864062499999999595e-02,-2.732307727545377928e-05,8.758016202961693697e-02,-4.732394715615408087e-02,-1.219242526269332139e+01,-9.587632708135815918e-01,-4.317857270601975772e-01,-2.308184582515062999e+01,3.646939378501728157e+01,2.223517713825635678e-01,-8.948763487126055191e-04,-4.557292881710050571e-03,-6.937552481054080726e-04,-1.007391737081191192e-05,-5.651977649431952355e-02,-4.304192778848655091e-05,-2.538397982615803791e-04,-2.351313789146161019e-03,-1.829645660565161567e-03,-7.464123186669753048e-07,0.000000000000000000e+00
2.865624999999999770e-02,-1.546818603149608033e-05,6.233225126147245304e-02,-6.824913941220502045e-02,-1.136680878615017676e+01,-9.952837489261464610e-01,1.973938131857087830e-02,-2.122001514639482878e+01,3.349194964501205618e+01,1.273752793063624433e-01,-6.741331848264998537e-04,-4.298994757140100174e-03,-6.784742757932680883e-04,-5.749405494902129248e-06,-4.202652873683078438e-02,-3.195986419960315165e-05,-1.912899863077240829e-04,-1.750771856522037031e-03,-1.365942216698627773e-03,-4.235452500772774417e-07,0.000000000000000000e+00
2.867187499999999944e-02,-8.770414783393538994e-06,3.911190691249543522e-02,-8.598852387229323491e-02,-1.063444800698541393e+01,-1.022893944848345171e+00,4.212711549496814256e-01,-1.954683162501783045e+01,3.082443998835555021e+01,4.438406973658823307e-02,-5.109443108079131986e-04,-4.071168999948700240e-03,-6.628197514284952033e-04,-3.287797388753458194e-06,-3.129308672246341322e-02,-2.385252146832529565e-05,-1.445003435668177792e-04,-1.305226057522297515e-03,-1.021121467913490774e-03,-2.408431470012266744e-07,0.000000000000000000e+00
2.868749999999999772e-02,-4.980877027118278647e-06,1.790604172048833320e-02,-1.009481403768463098e-01,-9.982672736486145837e+00,-1.043108167800994579e+00,7.766868732472473891e-01,-1.804401200840653274e+01,2.843458793268541029e+01,-2.832717994808913592e-02,-3.900699915001852808e-04,-3.868675378490198189e-03,-6.469879839385808034e-04,-1.884487738739398256e-06,-2.333400389549243267e-02,-1.787927210283036576e-05,-1.093800054426263162e-04,-9.742077223591382633e-04,-7.644077066453873210e-04,-1.373137978466825000e-07,0.000000000000000000e+00
2.870312499999999600e-02,-2.833547628490752715e-06,-1.342049349534038321e-03,-1.134830032344503331e-01,-9.400800749905954490e+00,-1.057177522754427335e+00,1.089856598233579499e+00,-1.669466708757823881e+01,2.629324736280387498e+01,-9.218897321387406474e-02,-3.003364571668857338e-04,-3.687353021360854043e-03,-6.311201832749920677e-04,-1.083084609115016934e-06,-1.742435061823686612e-02,-1.345168455059242370e-05,-8.294522400416395869e-05,-7.279959674678976225e-04,-5.730266853968963821e-04,-7.852728059236694186e-08,0.000000000000000000e+00
2.871874999999999775e-02,-1.614842421018997487e-06,-1.871819596802074340e-02,-1.239039886989142664e-01,-8.879783876957469957e+00,-1.066135729151631573e+00,1.364544088251121279e+00,-1.548330661863688462e+01,2.437415944213397268e+01,-1.484017075000595709e-01,-2.335545431437876433e-04,-3.523871911601606302e-03,-6.153256786430677484e-04,-6.244859282162980170e-07,-1.303040412666957304e-02,-1.015292463496629860e-05,-6.300194764616171223e-05,-5.446651588567492106e-04,-4.301527868551529720e-04,-4.506570758137543371e-08,0.000000000000000000e+00
2.873437499999999950e-02,-9.220289360195387836e-07,-3.432662064345120417e-02,-1.324835411165073140e-01,-8.411922456387516789e+00,-1.070838243831895742e+00,1.604342796058647380e+00,-1.439580355764772257e+01,2.265371278664668964e+01,-1.979750944238342081e-01,-1.837139570829039042e-04,-3.375556144913859167e-03,-5.996891421430818481e-04,-3.614359211325295403e-07,-9.758838043673823820e-03,-7.684478695472268491e-06,-4.792625423421125375e-05,-4.080063804490838947e-04,-3.233448212633832403e-04,-2.596708652185337688e-08,0.000000000000000000e+00
2.874999999999999778e-02,-5.274969441409484634e-07,-4.828202711918454237e-02,-1.394605149882196249e-01,-7.990634843478759741e+00,-1.071994810945124943e+00,1.812636916540199206e+00,-1.341933214651808193e+01,2.111071184914269239e+01,-2.417615255001080710e-01,-1.463975165750154442e-04,-3.240238138845495750e-03,-5.842754028110720265e-04,-2.101379359727445757e-07,-7.319479944208895361e-03,-5.830489559370174833e-06,-3.651012969490553242e-05,-3.060226118750199219e-04,-2.433902321476268723e-04,-1.503281851657799622e-08,0.000000000000000000e+00
2.876562499999999606e-02,-3.024210553753184920e-07,-6.070382117159106583e-02,-1.450443443083084816e-01,-7.610270950237806531e+00,-1.070196133253238591e+00,1.992580285773945414e+00,-1.254229031155526819e+01,1.972615663249119677e+01,-2.804837113447014585e-01,-1.183547824481523842e-04,-3.116146458012340921e-03,-5.691333531823623577e-04,-1.228371990850099841e-07,-5.498009481274756041e-03,-4.433554501981707177e-06,-2.785144150325465553e-05,-2.298263132937313218e-04,-1.834570007652553065e-04,-8.750994255058031500e-09,0.000000000000000000e+00
2.878124999999999781e-02,-1.737759749929019656e-07,-7.171194948728788765e-02,-1.494186636485181074e-01,-7.265960886129685825e+00,-1.065935536706965392e+00,2.147087903108432450e+00,-1.175421379193083382e+01,1.848303568761929938e+01,-3.147573139134642872e-01,-9.719091692696801084e-05,-3.001820611454445765e-03,-5.542991594183980381e-04,-7.227352945510474224e-08,-4.135935347873017157e-03,-3.378070888921502560e-06,-2.127441175080495365e-05,-1.728279460867155790e-04,-1.384712694346181808e-04,-5.127638190350145025e-09,0.000000000000000000e+00
2.879687499999999956e-02,-1.001013817973917309e-07,-8.142396616698091560e-02,-1.527444685603028540e-01,-6.953491558177661958e+00,-1.059626489403181271e+00,2.278836250523032625e+00,-1.104568717062292649e+01,1.736613345382535201e+01,-3.451093724354767911e-01,-8.113921951368520706e-05,-2.896046227005975426e-03,-5.397988708290053393e-04,-4.285656168609046049e-08,-3.115901232944912839e-03,-2.578619945548083260e-06,-1.627155306954020214e-05,-1.301375042257913871e-04,-1.046597683665018825e-04,-3.028008274451510224e-09,0.000000000000000000e+00
2.881249999999999784e-02,-5.781946116595722761e-08,-8.995302774825082726e-02,-1.551628814468742623e-01,-6.669205568561642039e+00,-1.051616745866057911e+00,2.390269601567661883e+00,-1.040825533719278440e+01,1.636185232930743183e+01,-3.719932720829809969e-01,-6.889462824481422539e-05,-2.797805441421229861e-03,-5.256505223349128546e-04,-2.565105784965965350e-08,-2.350893888033485889e-03,-1.971762598184469770e-06,-1.246095317236115173e-05,-9.812276540018971419e-05,-7.921274005568676229e-05,-1.804725195525181552e-09,0.000000000000000000e+00
2.882812499999999611e-02,-3.349916756008691571e-08,-9.740658646333255621e-02,-1.567975758023081034e-01,-6.409917941244403394e+00,-1.042199771678889775e+00,2.483610261154825416e+00,-9.834337717885121677e+00,1.545804937674568436e+01,-3.958009057380559303e-01,-5.949172394382820097e-05,-2.706238661288732673e-03,-5.118658192012274892e-04,-1.552363630971458657e-08,-1.776309678036551605e-03,-1.510179906252787577e-06,-9.554672178498212768e-06,-7.408304952772812573e-05,-6.003519406484054933e-05,-1.087443349484252633e-09,0.000000000000000000e+00
2.884374999999999786e-02,-1.947613365531740045e-08,-1.038856042960126930e-01,-1.577569027087876163e-01,-6.172847156894236242e+00,-1.031623988865155050e+00,2.560871234515326833e+00,-9.317146748895195785e+00,1.464388723320430330e+01,-4.168725734548560102e-01,-5.221525949665447111e-05,-2.620614858455138849e-03,-4.984514809883681822e-04,-9.516969803733632315e-09,-1.344116413888181774e-03,-1.158446970025348434e-06,-7.335260553236537598e-06,-5.600816223635204130e-05,-4.556306603260782540e-05,-6.636568319278734621e-10,0.000000000000000000e+00
